"word" "definition"
"대이작-도" "인천광역시 옹진군 영흥면 이작리에 속하는 섬. 연안에서는 조기, 삼치, 새우, 도미 따위가 많이 잡히고 김, 굴의 양식업이 활발하다. 면적은 2.55㎢."
