"word" "definition"
"불우헌-집" "조선 성종 때의 불우헌 정극인의 문집. 정조 10년(1786)에 후손인 정효목이 유고(遺稿)를 모아 제1권에는 시(詩), 제2권에는 문(文)과 , ,  따위를 비롯한 가곡(歌曲)을 수록하였으며, 행장(行狀)ㆍ가장(家狀)ㆍ묘문(墓文)도 책머리에 수록하였다. 2권 1책의 인본."
