"word" "definition"
"산무애-뱀" "뱀과의 하나. 몸의 길이는 1.4미터 정도이며, 비늘은 19~21열이고 갈색 바탕에 검은색 또는 갈색 무늬가 많다. 네 개의 검은 줄무늬가 머리에서 꼬리까지 있고 개구리, 쥐, 도마뱀, 새 따위를 잡아먹는다. 겨울에는 10~100여 마리가 모여 겨울잠을 자는데 나병(癩病) 치료재, 풍약, 보신 강장재로 쓴다. 얕은 산, 풀밭, 습지, 물가 등지에 사는데 한국, 일본, 중국 등지에 분포한다. ≒백화사."
