"word" "definition"
"진-노래기벌" "나나니벌과의 곤충. 암컷의 몸의 길이는 1.2~1.4cm이며, 검은색이고 잿빛을 띤 갈색의 털이 있다. 배에는 황색의 무늬가 있다. 한국, 일본 등지에 분포한다. (Cerceris harmandi)"
