"word" "definition"
"트라이아진" "고리 안에 세 개의 질소 원자를 가진 불포화 6원자 복소 고리 화합물. 1,2,3-트라이아진, 1,2,4-트라이아진, 1,3,5-트라이아진의 세 가지 이성질체가 있다. ≒트리아진."
