"word" "definition"
"이-효석" "소설가(1907~1942). 호는 가산(可山). 1928년에 을 발표하여 문단에 나온 이후, 초기에는 경향 문학 작품을 발표하다가, 점차 자연과의 교감을 묘사한 서정적인 작품을 발표하였다. 작품에 , ,  따위가 있다."
