"word" "definition"
"병꽃-나무" "인동과의 붉은병꽃나무, 통영병꽃나무 따위를 통틀어 이르는 말."
"병꽃-나무" "인동과의 낙엽 활엽 관목. 높이는 2~3미터이다. 잎은 마주나고 잎자루가 짧으며 거꾸로 된 달걀 모양 또는 거꾸로 된 달걀 모양의 타원형으로 가에 톱니가 있고, 뒷면에는 성상모(星狀毛)가 있다. 이른 여름에 병 모양의 누런 녹색 오판화(五瓣花)가 가지 끝 잎겨드랑이에서 뭉쳐 피는데 후에 붉은색으로 변한다. 열매는 삭과(蒴果)로 9월에 익는다. 관상용이고 우리나라 특산종으로 산기슭 양지에 나는데 평안남도를 제외한 전국 각지에 분포한다. (Weigela subsessile) "
