"word" "definition"
"국조오례-서례" "조선 시대에, 임금의 명으로 신숙주 등이 오례의 서례를 정한 책. 길례(吉禮), 가례(嘉禮), 빈례(賓禮), 군례(軍禮), 흉례(凶禮)의 서례를 정하고 각기 도설(圖說)을 붙였다. 성종 5년(1474)에 간행되었다. 5권 2책."
