"word" "definition"
"명화-십이객" "중국 송나라의 장경수(張景修)가 열두 가지의 꽃을 손님에게 비유하여 이름을 붙인 것. 곧 모란은 귀객(貴客), 매화는 청객(淸客), 국화는 수객(壽客), 서향(瑞香)은 가객(佳客), 정향(丁香)은 소객(素客), 난(蘭)은 유객(幽客), 연(蓮)은 정객(靜客), 도미(荼蘼)는 아객(雅客), 계수나무는 선객(仙客), 장미는 야객(野客), 말리(茉莉)는 원객(遠客), 작약은 근객(近客)이라 하였는데, 남종화(南宗畫)에서 주요 화제(畫題)로 삼는다. ≒십이객."
