"word" "definition"
"르동" "프랑스의 화가 (1840~1916). 환상적인 작풍으로 흑백의 목탄화와 석판화를 제작하였으며, 후기에는 유채나 파스텔에 의한 색채가 풍부한 그림을 그렸다. 작품에 , , 석판화집 ≪꿈속에서≫ 따위가 있다."
