"word" "definition"
"오성-홍기" "중화 인민 공화국의 국기. 직사각형의 붉은 바탕에 왼쪽 위에 다섯 개의 노란 별을 그렸다. 왼쪽 위의 큰 별은 중국 공산당을, 네 개의 작은 별은 노동자ㆍ농민ㆍ지식 계급ㆍ애국적 자본가를 상징한다. 1949년에 제정하였다."
