"word" "definition"
"가다" "한 곳에서 다른 곳으로 장소를 이동하다."
"가다" "수레, 배, 자동차, 비행기 따위가 운행하거나 다니다."
"가다" "일정한 목적을 가진 모임에 참석하기 위하여 이동하다."
"가다" "지금 있는 곳에서 어떠한 목적을 가지고 다른 곳으로 옮기다."
"가다" "직업이나 학업, 복무 따위로 해서 다른 곳으로 옮기다."
"가다" "직책이나 자리를 옮기다."
"가다" "물건이나 권리 따위가 누구에게 옮겨지다."
"가다" "관심이나 눈길 따위가 쏠리다."
"가다" "말이나 소식 따위가 알려지거나 전하여지다."
"가다" "((‘손해’ 따위의 명사와 함께 쓰여))그러한 상태가 생기거나 일어나다."
"가다" "어떤 상태나 상황을 향하여 나아가다."
"가다" "한쪽으로 흘러가다."
"가다" "동력원으로 하여 작동하다."
"가다" "물체가 한쪽으로 기울어지다."
"가다" "금, 줄, 주름살, 흠집 따위가 생기다."
"가다" "((‘무리’, ‘축’ 따위의 말과 함께 쓰여))건강에 해가 되다."
"가다" "일정한 시간이 되거나 일정한 곳에 이르다."
"가다" "일정한 대상에 미치어 작용하다."
"가다" "((‘손’, ‘품’ 따위와 함께 쓰여))어떤 일을 하는 데 수고가 많이 들다."
"가다" "어떤 대상이 다른 곳으로 이동하여 사라지다."
"가다" "((‘시간’ 따위와 함께 쓰여))지나거나 흐르다."
"가다" "기계 따위가 제대로 작동하다."
"가다" "외부의 충격이나 영향으로 정신을 제대로 차리지 못하는 혼미한 상태가 되다."
"가다" "전기 따위가 꺼지거나 통하지 않다."
"가다" "(완곡하게) 사람이 죽다."
"가다" "어떤 일에 대하여 납득이나 이해, 짐작 따위가 되다."
"가다" "【…에】((‘…이’나 ‘…에’ 대신에 ‘중간 정도’, ‘최고’ 따위와 같은 부사어가 쓰이기도 한다))가치나 값, 순위 따위를 나타내는 말과 결합하여 어떤 대상을 기준으로 해서 어느 정도까지 이르다."
"가다" "((‘물’, ‘맛’ 따위의 말과 함께 쓰여))원래의 상태를 잃고 상하거나 변질되다."
"가다" "((‘때’, ‘얼룩’ 따위의 말과 함께 쓰여))때나 얼룩이 잘 빠지다."
"가다" "어떤 경로를 통하여 움직이다."
"가다" "어떤 일을 하기 위하여 다른 곳으로 이동하다."
"가다" "노름이나 내기에서 얼마의 액수를 판돈으로 걸다."
"가다" "((기간을 나타내는 ‘며칠’ 따위와 함께 쓰여))"
"가다" "어떤 현상이나 상태가 유지되다."
"가다" "((주로 동사 뒤에서 ‘-어 가다’ 구성으로 쓰여))"
"가다" "말하는 이, 또는 말하는 이가 정하는 어떤 기준점에서 멀어지면서 앞말이 뜻하는 행동이나 상태가 계속 진행됨을 나타내는 말."
