"word" "definition"
"간접^무역" "제삼국을 통하거나 외국인ㆍ외국 상사를 통하여 하는 무역. 최근에는 해외에 조립 공장을 설립하고, 국내에서 관계 부품을 보내어 현지에서 제품을 조립하는 경우가 전형적인 형태이다."
