"word" "definition"
"쏠쏠" "물이나 가루 따위가 틈이나 구멍으로 조금씩 가볍게 새어 나오는 모양. ‘솔솔「1」’보다 센 느낌을 준다."
"쏠쏠" "바람이 보드랍게 부는 모양. ‘솔솔「2」’보다 센 느낌을 준다."
"쏠쏠" "가는 비나 눈이 잇따라 가볍게 내리는 모양. ‘솔솔「3」’보다 센 느낌을 준다."
"쏠쏠" "말이나 글이 막힘없이 잘 나오거나 써지는 모양. ‘솔솔「4」’보다 센 느낌을 준다."
"쏠쏠" "얽힌 실이나 끈 따위가 쉽게 잘 풀려 나오는 모양. ‘솔솔「5」’보다 센 느낌을 준다."
"쏠쏠" "얽히거나 쌓였던 일들이 쉽게 잘 풀리는 모양. ‘솔솔「6」’보다 센 느낌을 준다."
"쏠쏠" "냄새나 가는 연기 따위가 가볍게 풍기거나 피어오르는 모양. ‘솔솔「7」’보다 센 느낌을 준다."
"쏠쏠" "재미가 은근히 나는 모양. ‘솔솔「8」’보다 센 느낌을 준다."
"쏠쏠" "『북한어』찬 바람이 매우 싸늘하게 부는 모양."
"쏠쏠" "『북한어』남이 모르게 살그머니 빠져 나가는 모양."
