"word" "definition"
"큐^식물원" "영국 런던 교외의 큐에 있는 왕립 식물원. 18세기 중엽에 영국 왕실의 정원을 중심으로 하여 발족한 것으로, 재배 식물이 풍부하고 화단, 박물관, 표본관, 도서관, 연구실 따위가 병설되어 있다. 정식 이름은 큐 왕립 식물원이다."
