"word" "definition"
"나-가다" "【…을】일정한 지역이나 공간의 범위와 관련하여 그 안에서 밖으로 이동하다."
"나-가다" "앞쪽으로 움직이다."
"나-가다" "생산되거나 만들어져 사회에 퍼지다."
"나-가다" "말이나 사실, 소문 따위가 널리 알려지다."
"나-가다" "사회적인 활동을 시작하다."
"나-가다" "일정한 직장이나 일터에 다니다."
"나-가다" "모임에 참여하거나, 운동 경기에 출전하거나, 선거 따위에 입후보하다."
"나-가다" "일정한 지역이나 공간에서 벗어나거나 집이나 직장 따위를 떠나다."
"나-가다" "((‘…으로’나 ‘-게’ 대신에 ‘…대로’ 따위 부사어나 ‘-이/히’ 부사가 쓰이기도 한다))"
"나-가다" "어떤 행동이나 태도를 취하다."
"나-가다" "((‘…이’ 대신에 ‘-이/히’, ‘얼마나’ 따위의 부사가 쓰이기도 한다))"
"나-가다" "값이나 무게 따위가 어느 정도에 이르다."
"나-가다" "【…에/에게】【…으로】월급이나 비용 따위가 지급되거나 지출되다."
"나-가다" "옷이나 신, 양말 따위가 해지거나 찢어지다."
"나-가다" "사고나 충격으로 사물 따위가 부서지거나 신체의 일부를 다치다."
"나-가다" "의식이나 정신이 없어지다."
"나-가다" "감기 따위의 병이 낫다."
"나-가다" "팔거나 세를 주려고 내놓은 집이나 방이 계약이 이루어지다."
"나-가다" "전기 공급이 끊어지거나 전깃불이 꺼지다."
"나-가다" "((주로 ‘잘’, ‘안’ 따위의 부사와 함께 쓰여))대패 따위의 날이 달린 물건이 잘 먹거나 들다."
"나-가다" "((주로 ‘잘, 많이, 안’ 따위의 부사와 함께 쓰여))물건이 잘 팔리거나 유행하다."
"나-가다" "어떤 일을 하러 가다."
"나-가다" "살던 집이나 방을 비우고 이사를 하다."
"나-가다" "((‘…을’ 대신에 ‘…까지’, ‘…부터’ 따위가 쓰이기도 한다))일의 과정이 어느 정도 진행되다."
"나-가다" "((동사 뒤에서 ‘-어 나가다’ 구성으로 쓰여))"
"나-가다" "앞말이 뜻하는 행동을 계속 진행함을 나타내는 말."
