"word" "definition"
"일시^귀휴제" "조업 단축 따위로 사업 규모를 축소할 때에, 기업이 일정 기간 동안 노동자를 집에서 쉬게 하는 제도. 고용 관계는 유지되며 휴업 수당이 지급된다. ≒레이오프."
