"word" "definition"
"지질-학" "지구와 그 주위의 지구형 행성을 연구하는 학문. 지구의 구성 물질, 형성 과정, 과거에 살았던 생물 따위를 연구한다. 암석학, 광물학, 구조 지질학, 층서학, 퇴적학, 고생물학, 광상학, 지구 화학, 지구 물리학 따위가 이에 속한다. ≒지구학."
