"word" "definition"
"사계" "별해탈계, 정공계(定共戒), 도공계(道共戒), 단계(斷戒)를 통틀어 이르는 말."
"사계" "네 가지 훈계나 계율. 네 가지 성정(性情)인 오(傲), 욕(欲), 지(志), 낙(樂)을 삼가는 계율 외에 여러 가지가 있다."
