"word" "definition"
"석류-풀" "석류풀과의 한해살이풀. 높이는 10~30cm이며, 잎은 밑에서 돌려나고 위에서는 마주나며 거꾸로 된 피침 모양이다. 7~10월에 누런 갈색 꽃이 기산(岐繖) 화서로 줄기 끝과 잎겨드랑이에서 피고 열매는 삭과(蒴果)를 맺는다. 길이나 밭에 나는데 한국, 일본, 중국, 인도 등지에 분포한다. (Mollugo pentaphylla)"
