"word" "definition"
"초암-전집" "조선 시대의 문인 김헌기(金憲基)의 시문집. 시(詩), 서(書), 잡저, 서(序), 기(記), 발(跋), 명(銘), 찬(贊), 혼서(婚書), 축문, 제문, 묘표(墓表), 묘갈(墓碣), 유사(遺事) 따위가 실려 있다. 고종 18년(1881)에 김택영 등이 펴냈다. 14권 7책의 인본."
