"word" "definition"
"조-영석" "조선 중기의 화가(1686~1761). 자는 종보(宗甫). 호는 관아재(觀我齋)ㆍ석계 산인(石溪山人). 산수화와 인물화를 잘 그려서 정선, 심사정과 더불어 삼재(三齋)로 꼽히며, 시와 글씨에도 능하였다. 작품에 , ,  따위가 있다."
