"word" "definition"
"떨어-뜨리다" "【…을 …으로】위에 있던 것을 아래로 내려가게 하다. ≒떨구다[1]「2」ㆍ떨어트리다[1]「1」."
"떨어-뜨리다" "가지고 있던 물건을 빠뜨려 흘리다. ≒떨구다[1]「3」ㆍ떨어트리다[1]「2」."
"떨어-뜨리다" "뒤에 처지게 하거나 남게 하다. ≒떨구다[1]「4」ㆍ떨어트리다[1]「3」."
"떨어-뜨리다" "=떨구다[1]「1」."
"떨어-뜨리다" "값이나 금액을 낮추다. ≒떨구다[2]「2」ㆍ떨어트리다[2]「1」."
"떨어-뜨리다" "옷이나 신 따위를 해어지게 하여 못 쓰게 만들다. ≒떨어트리다[2]「2」."
"떨어-뜨리다" "쓰던 물건을 다 써 다음에 쓸 것이 없게 하다. ≒떨구다[2]「3」ㆍ떨어트리다[2]「3」."
"떨어-뜨리다" "가치, 명성, 지위, 품질 따위를 낮게 하거나 잃게 하다. ≒떨구다[2]「4」ㆍ떨어트리다[2]「4」."
"떨어-뜨리다" "=떨구다[2]「1」."
"떨어-뜨리다" "입찰이나 시험 따위에 붙지 않게 하다. ≒떨구다[3]ㆍ떨어트리다[3]."
"떨어-뜨리다" "((‘…과’가 나타나지 않을 때는 여럿임을 뜻하는 말이 목적어로 온다))"
"떨어-뜨리다" "무엇과 거리가 벌어지게 하다. ≒떨어트리다[4]「1」."
"떨어-뜨리다" "어떤 사람들을 사이가 멀어지게 하다. ≒떨어트리다[4]「2」. "
