"word" "definition"
"폰다" "미국의 영화배우(1905~1982). 무대 배우 출신으로 폭넓은 연기로 오랫동안 활약하였으며, 1982년에 아카데미 남우 주연상을 탔다. 출연 작품에 , ,  따위가 있다."
