"word" "definition"
"통인" "고려 시대에, 중추원에 속한 구실아치."
"통인" "조선 시대에, 경기ㆍ영동 지역에서 수령(守令)의 잔심부름을 하던 구실아치. 이서(吏胥)나 공천(公賤) 출신이었다. ≒지인04(知印)「2」ㆍ토인01. "
