"word" "definition"
"붉은-참반디" "산형과의 여러해살이풀. 높이는 20~50cm이며, 뿌리에서 뭉쳐나는 잎은 세 갈래로 갈라진다. 6월에 자줏빛을 띤 붉은색의 꽃이 복산형(複繖形) 화서로 줄기 끝에 피고 열매는 달걀 모양이다. 산지(山地)에 나는데 한국, 만주 등지에 분포한다. (Sanicula rubriflora) "
