"word" "definition"
"꼬리하루살잇-과" "곤충강 하루살이목의 한 과. 애벌레는 몸과 다리가 넓적하고 머리가 크며 아가미가 나뭇잎 모양이고, 성충은 시맥이 발달하고 배 끝에 두 개의 꼬리가 있다. 애벌레는 흐르는 물이나 호수에서 사는데 한국, 일본, 인도, 오스트레일리아 등지에 분포한다. 꼬리하루살이, 개꼬리하루살이 따위가 있다. (Heptageniidae)"
