"word" "definition"
"금-수현" "작곡가(1919~1993). 1946년에 로 악계에 등장하였다. 작품에 가곡 , , 오페레타 , 희곡  따위가 있으며, 저서에 수필집 ≪거리의 심리학≫ 따위가 있다."
