"word" "definition"
"-올시다" "((‘이다’, ‘아니다’의 어간 뒤에 붙어))"
"-올시다" "합쇼할 자리에 쓰여, 어떠한 사실을 평범하게 서술하는 종결 어미. 화자가 나이가 꽤 들어야 쓴다. "
