"word" "definition"
"라돈" "라듐이 알파 붕괴 할 때 생기는 기체 상태의 방사성 비활성 원소. 여섯 개의 동위 원소를 가지는데, 천연으로는 질량수 222, 220, 219의 세 가지 동위 원소가 있다. 우라늄광, 지하수, 온천, 진흙 따위에 들어 있다. 원자 기호는 Rn, 원자 번호는 86, 원자량은 222."
