"word" "definition"
"어미" "물고기의 꼬리."
"어미" "『민속』관상에서, 눈초리의 주름을 이르는 말."
"어미" "『출판』서지학에서, 판심 어미 중앙에 책 이름 따위를 적고 그 아래위를 물고기의 꼬리 모양으로 장식한 것을 이르는 말."
