"word" "definition"
"오군" "고려 시대에 둔, 전ㆍ후ㆍ좌ㆍ우ㆍ중의 다섯 군영(軍營)."
"오군" "조선 시대에, 임진왜란을 계기로 생긴 오군영에 속한 군대."
