"word" "definition"
"상모-솔새" "상모솔샛과의 텃새. 몸의 길이는 9cm, 편 날개의 길이는 5~5.7cm, 꽁지의 길이는 3.6~4.2cm이다. 등 쪽은 누런빛을 띤 녹색, 허리는 노란색, 아래쪽은 엷은 황색이다. 뿔털은 암수 모두 황색으로, 수컷의 뿔털은 금빛 상모 모양이다. 잎벌레, 자벌레, 진디, 거미, 솔씨 따위를 먹고 ‘찌리리찌리리’ 하고 가냘픈 목소리로 운다. 겨울에는 평지로 내려오고 침엽수림에 사는데 한국, 아시아, 서부 유럽, 히말라야, 서부 시베리아 등지에 분포한다. (Regulus regulus) "
