"word" "definition"
"고리키" "제정 러시아의 작가(1868~1936). 사회주의 리얼리즘의 창시자로, 어린 시절의 비참한 체험을 바탕으로 노동자 계급에 대한 애정과 그들의 현실을 담은 작품을 발표하여, 프롤레타리아 문학에 크게 공헌하였다. 작품에 희곡 , 소설 , ,  따위가 있다."
