"word" "definition"
"가재새우" "새우의 하나. 몸통과 셋째 다리, 등껍질에 가시가 덮여 있다. 몸은 잿빛이고 등껍질의 앞부분과 셋째ㆍ넷째 배마디, 꼬리마디에 세 개의 붉은 가로무늬가 있다."
