"word" "definition"
"반절-본문" "한글 자모를 반절식으로 배열한 본문. 자음 ‘ㄱ, ㄴ, ㄷ, ㄹ, ……’과 모음 ‘ㅏ, ㅑ, ㅓ, ㅕ, ……’를 합쳐 ‘가, 갸, 거, 겨, ……, 나, 냐, 너, 녀, ……’의 순서로 늘어놓은 것이다. ≒반절02(反切)「3」ㆍ반절표ㆍ본문01(本文)「4」ㆍ초중성 합용 작자표."
