"word" "definition"
"황색^인종" "피부색에 따라 구분한 인종의 하나. 신체적 특징으로는 황갈색의 피부, 검은색의 눈, 검은색의 직상모(直狀毛), 평평한 얼굴과 낮은 코 따위를 들 수 있다. 한국인, 중국인, 일본인 등 동양인이 대개 이에 속한다. ≒몽고 인종ㆍ몽골로이드ㆍ아시아 인종ㆍ황인종."
