"word" "definition"
"마스네" "프랑스의 작곡가(1842~1912). 19세기 프랑스 가극의 대표적 작곡가로, 파리 음악원에서 토마(Thomas)에게 사사한 뒤에 주로 감상적인 음악을 작곡하였으며, 감미로운 선율과 섬세한 솜씨로 널리 알려져 있다. 작품에 , , ,  따위가 있다."
