"word" "definition"
"치다" "손이나 손에 든 물건으로 세게 부딪게 하다."
"치다" "손이나 물건 따위를 부딪쳐 소리 나게 하다."
"치다" "손이나 손에 든 물건으로 물체를 부딪게 하는 놀이나 운동을 하다."
"치다" "망치 따위로 못을 박다."
"치다" "일정한 장치를 손으로 눌러 글자를 찍거나 신호를 보내다."
"치다" "카드나 화투 따위의 패를 고루 섞다. 또는 카드나 화투를 즐기다."
"치다" "『민속』윷놀이 따위에서 일정한 끗수가 나오게 하다."
"치다" "쇠붙이 따위를 달구어 두들겨서 연장을 만들다."
"치다" "떡을 차지게 하기 위하여 떡메로 반죽을 두들기다."
"치다" "시계나 종 따위가 일정한 시각을 소리를 내어 알리다."
"치다" "날개나 꼬리 따위를 세차게 흔들다."
"치다" "팔이나 다리를 힘 있게 저어서 움직이다."
"치다" "몸이나 몸체를 부르르 떨거나 움직이다."
"치다" "날이 있는 물체를 이용하여 물체를 자르다."
"치다" "밤 따위를 칼날을 바깥쪽으로 힘주어 여러 번 닿게 하여 속껍질을 벗기다."
"치다" "상대편에게 피해를 주기 위하여 공격을 하다."
"치다" "웃음을 얼굴에 나타내다."
"치다" "큰 소리를 내다."
"치다" "가늘게 썰거나 저미다."
"치다" "달아나거나 빨리 움직이다."
"치다" "속이는 짓이나 짓궂은 짓, 또는 좋지 못한 행동을 하다."
"치다" "시험을 보다."
"치다" "점괘로 길흉을 알아보다."
