"word" "definition"
"국제^텔레커뮤니케이션^연맹" "1856년에 창설하여 전신, 전화, 라디오, 텔레비전 따위에 대한 국제적 규약을 제정하고 세계 텔레커뮤니케이션 네트워크를 관리하는 국제 연합의 단체. 특히 통신 주파수를 관리한다."
