"word" "definition"
"여헌-성리설" "조선 선조 때 여헌(旅軒) 장현광이 그의 문집 가운데 성리(性理)에 관한 글을 모아 엮은 책. , , , , , ,  따위의 논설이 수록되어 있다. 8권 6책의 인본(印本)."
