"word" "definition"
"별급^문기" "조선 시대에, 재산을 증여할 때 사용하던 문서 양식. 특별한 사유로 재산을 줄 때 작성하며, 문기의 작성 연월일, 별급 대상자의 성명, 별급의 사유, 별급 재산의 표시, 당부의 말, 재주(財主)ㆍ증인(證人)ㆍ필집(筆執)의 성명과 수결(手決) 따위를 기록하였다."
