"word" "definition"
"이륙-좌" "조선 시대에, 악원에서 악공 또는 의녀들에게 음식과 춤 따위를 가르칠 때, 그들의 생업을 고려하여 한 달에 2, 6, 12, 16, 22, 26일의 6일만 나와 배우게 하던 일. ≒이륙개좌ㆍ이륙일ㆍ이륙좌기."
