"word" "definition"
"신-원소" "1940년 이후에 발견된 원자 번호 93 이상의 초우라늄 원소와 재래의 원소 주기표에 공백으로 되어 있던 43, 61, 85, 87번 원소를 통틀어 이르는 말."
