"word" "definition"
"직권-주의" "민사 소송법에서, 법원에 권한을 집중하는 입장."
"직권-주의" "형사 소송법에서, 법원이 소송 진행에 주도적으로 행동할 수 있는 권능을 가지도록 하는 입장."
