"word" "definition"
"아날로기아^엔티스" "사물은 유추한 데에서 존재한다는 스콜라 철학의 학설. 신(神)과 만물, 상급 존재와 하급 존재 사이에는 유비성(類比性)이 있다고 하며, 신을 인식하는 방법은 이 존재의 유비성에 의한다고 한다."
