"word" "definition"
"아부^악기" "고려 시대 이후 우리나라에 들어온 중국계 정악인 아악에 편성되는 악기. 특종, 특경, 편종, 편경, 건고, 삭고, 옹고, 뇌도, 영도, 노도, 축, 어, 관, 생, 금, 슬 따위가 있다."
