"word" "definition"
"토르데시야스^조약" "1494년에 에스파냐의 토르데시야스에서 에스파냐와 포르투갈이 세력 확장 범위를 정하기 위하여 맺은 조약. 이에 따라 포르투갈은 브라질ㆍ아시아ㆍ동인도 제도로, 에스파냐는 필리핀과 아메리카 대륙으로 진출하게 되었다."
