"word" "definition"
"분체" "고체 입자가 많이 모여 있는 상태의 물체를 통틀어 이르는 말. 물체를 형성하고 있는 입자의 크기에 따라, 0.1마이크로미터(㎛) 이하를 콜로이드, 0.1~1㎛를 미분, 1~100㎛를 분체, 100~1,000㎛를 조분, 1,000㎛ 이상을 입체라 한다."
