"word" "definition"
"바위-취" "범의귓과에 속한 참바위취, 구슬바위취, 흰바위취 따위를 통틀어 이르는 말."
"바위-취" "범의귓과의 여러해살이풀. 줄기는 높이가 60cm 정도이고 몸 전체가 솜털로 덮였으며, 붉은색을 띤 자주색이다. 잎은 둥글거나 타원형이고 윗면은 초록색의 흰 얼룩점이 있으며, 뒷면은 어두운 붉은색이다. 5월에 흰 꽃이 총상(總狀) 화서로 핀다. 민간에서는 식물의 생즙을 화상이나 동상에 사용한다. 산의 바위틈에 나는데 우리나라 중부 이남에 분포한다. (Saxifraga stolonifera)"
