"word" "definition"
"외핵" "지표에서 깊이 2,900km에서 5,100km 사이에 위치한 부분. 지진파 중에서 에스파(S派)가 전파되지 않는다. 철을 주로 하여 니켈, 규소, 황 따위로 이루어져 있으며 용융(鎔融) 상태를 이루고 있을 것으로 추정된다."
