"word" "definition"
"가루-깍지벌레" "가루깍지벌렛과의 곤충. 몸의 길이는 4mm 정도이고 편평하며, 누런 갈색 또는 어두운 갈색이다. 배, 사과, 포도, 복숭아, 뽕나무 따위에 기생한다. (Pseudococcus comstocki)"
