"word" "definition"
"최-인욱" "소설가(1920~1972). 본명은 상천(相天). 호는 하남(河南). 1939년에 으로 등단하여, 로 작가의 위치를 굳혔다. , , ,  따위의 많은 역사 소설을 발표하였다."
