"word" "definition"
"비-결정질" "원자, 이온, 분자 따위가 규칙적으로 배열되어 있지 않은 고체 물질. 액체 상태에서 고체로 굳을 때 그 어는점이 분명하지 않아서 결정을 이루지 못한 물질로, 보통의 결정성 물질과는 다른 특성이 있다. 유리, 고무, 수지 따위가 있으며 반도체, 자성체, 고강도 재료 따위로 쓴다. ≒무정형 물질ㆍ무정형질ㆍ비결정성 고체ㆍ비결정성 물질ㆍ비정질(非晶質)."
