"word" "definition"
"상장" "거상(居喪)이나 조상(弔喪)의 뜻을 나타내기 위하여 옷깃이나 소매 따위에 다는 표. 보통 검은 헝겊이나 삼베 조각으로 만들어 붙인다.  "
