"word" "definition"
"예문-유취" "중국 당나라의 구양순이 편찬한 유서(類書). 고래(古來)의 고사(故事)를 천(天), 세시(歲時), 지(地), 주(州), 군(郡), 산(山), 천(川) 따위의 48부로 나누어 사실을 기록한 다음, 이에 관계되는 시문(詩文)을 실었다. 625년에 간행되었다. 100권."
