"word" "definition"
"체호프" "제정 러시아의 소설가ㆍ극작가(1860~1904). 담담한 필체로 인간의 속물성을 비판하고 휴머니즘을 추구하는 단편 소설을 주로 썼다. 작품에 소설 , , 희곡 , , ,  따위가 있다."
