"word" "definition"
"십종^경기" "한 선수가 이틀 동안 열 가지 종목을 겨루어 얻은 점수의 합계로 승부를 가리는 육상 경기. 남자 선수들만이 하며 첫날은 100미터 달리기, 멀리뛰기, 포환던지기, 높이뛰기, 400미터 달리기를 하고 둘째 날은 110미터 허들, 원반던지기, 장대높이뛰기, 창던지기, 1,500미터 달리기를 한다."
