"word" "definition"
"해사-하다" "얼굴이 희고 곱다랗다."
"해사-하다" "표정, 웃음소리 따위가 맑고 깨끗하다."
"해사-하다" "옷차림, 자태 따위가 말끔하고 깨끗하다. "
