"word" "definition"
"휘모리^잡가" "경기 좌창 가운데 사설이 긴 잡가. 장단이 촉급하여 휘몰아치는 듯하며, 사설은 해학적인 내용을 길게 엮었다. , , ,  따위가 있다."
