"word" "definition"
"해산-하다" "모였던 사람이 흩어지다. 또는 흩어지게 하다."
"해산-하다" "집단, 조직, 단체 따위가 해체하여 없어지다. 또는 없어지게 하다."
"해산-하다" "『법률』의회에서, 의원 전원의 자격이 임기 만료 전에 소멸되다. 또는 의원 전원에 대하여 임기 만료 전에 그 자격을 소멸하다."
"해산-하다" "『법률』상법에서, 회사의 거래 목적인 영업 활동이 중지되고 법인격이 없어지다. 또는 회사가 거래의 목적인 영업 활동을 중지하고 법인격을 잃다. 합병의 경우를 제외하고는 재산 관계를 처리하고 조직을 폐지한다."
