"word" "definition"
"광대-놀음" "정월 대보름날 호남 지방에서 하는 놀이의 하나. 풍물패들이 악귀를 쫓고 복을 빌어 주며 호랑이, 너구리, 토끼 따위의 가면을 쓰고 풍물을 치면서 마을을 돌아다닌다. ≒광대놀이「1」."
"광대-놀음" "창극, 판소리, 가면극 따위에서 배우가 하는 연기. ≒광대놀이「2」. "
