"word" "definition"
"헤세" "독일의 소설가ㆍ시인(1877~1962). 현대 문명을 비판하고 인간 내부에 숨어 있는 지성과 감성의 이중성을 파헤치는 작품을 선보였으며, 동양적 신비 사상에도 깊은 관심을 보였다. 1946년에 노벨 문학상과 괴테상을 받았다. 작품에 , , ,  따위가 있다. "
