"word" "definition"
"무성-음" "성대(聲帶)를 진동시키지 않고 내는 소리. 국어에서는, 자음의 ‘ㄱ’, ‘ㄷ’, ‘ㅂ’, ‘ㅅ’, ‘ㅈ’, ‘ㅊ’, ‘ㅋ’, ‘ㅌ’, ‘ㅍ’, ‘ㅎ’, ‘ㄲ’, ‘ㄸ’, ‘ㅃ’, ‘ㅆ’, ‘ㅉ’이다. ≒맑은소리ㆍ안울림소리ㆍ양성09(陽聲)「3」ㆍ청음01(淸音)「2」."
